Normalized	Original	Bamfile	Location	Source	Subplate	Size (GB)	Type
MTI-1667-2-2	MTI-1667-2-2	MTI-1667-2-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-1667-2-2.bam	Plate5	N/A	10.99	Exome
MTI-1667-3-2	MTI-1667-3-2	MTI-1667-3-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-1667-3-2.bam	Plate5	N/A	10.83	Exome
MTI-168-2-1	MTI-168-2-1	MTI-168-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-168-2-1.bam	PlateV	N/A	9.93	Exome
MTI-168-2-2_old	MTI-168-2-2	MTI-168-2-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-168-2-2.bam	PlateI	PlateI	9.7	Discard
MTI-168-2-3	MTI-168-2-3	MTI-168-2-3.bam	/projects/gleeson-storage2/escott/aligned/MTI-168-2-3.bam	PlateIV	PlateIV_0	11.79	Exome
MTI-1694-4-1	NDS-1694-4-1	NDS-1694-4-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1694-4-1.bam	Plate5	N/A	10.84	Exome
MTI-1694-4-1	MTI-1694-4-1	MTI-1694-4-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-1694-4-1.bam	Plate5	N/A	10.84	Duplicate
MTI-1694-5-2	NDS-1694-5-2	NDS-1694-5-2.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1694-5-2.bam	Plate5	N/A	9.02	Exome
MTI-1694-5-2	MTI-1694-5-2	MTI-1694-5-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-1694-5-2.bam	Plate5	N/A	9.02	Duplicate
MTI-171-2-1	MTI-171-2-1	MTI-171-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-171-2-1.bam	PlateIV	PlateIV_4	6.89	Exome
MTI-171-2-2	MTI-171-2-2	MTI-171-2-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-171-2-2.bam	PlateIV	PlateIV_1	6.84	Exome
MTI-1717-I-4-1	NDS-1717-I-4-1	NDS-1717-I-4-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1717-I-4-1.bam	Plate5	N/A	10.21	Exome
MTI-1717-I-4-1	MTI-1717-I-4-1	MTI-1717-I-4-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-1717-I-4-1.bam	Plate5	N/A	10.21	Duplicate
MTI-1717-II-4-1	MTI-1717-II-4-1	MTI-1717-II-4-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-1717-II-4-1.bam	Plate5	N/A	8.76	Exome
MTI-176-3-4	MTI-176-3-4	MTI-176-3-4.bam	/projects/gleeson-storage2/escott/aligned/MTI-176-3-4.bam	PlateV	N/A	8.52	Exome
MTI-176-3-5	MTI-176-3-5	MTI-176-3-5.bam	/projects/gleeson-storage/escott/Pilot/broadaligned/Cilopathies_MTI-176-3-5.cleaned.bam	Pilot	N/A	9.69	Exome
MTI-177-2-1	MTI-177-2-1	MTI-177-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-177-2-1.bam	PlateIV	PlateIV_4	7.18	Exome
MTI-1775-II-4-10	MTI-1775-II-4-10	MTI-1775-II-4-10.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-1775-II-4-10.bam	Plate5	N/A	10.8	Duplicate
MTI-1775-II-4-10	NDS-1775-4-10	NDS-1775-4-10.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1775-4-10.bam	PlateV		10.8	Exome
MTI-1775-II-4-9	MTI-1775-II-4-9	MTI-1775-II-4-9.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-1775-II-4-9.bam	Plate5	N/A	7.35	Exome
MTI-1794-2-4	MTI-1794-2-4	MTI-1794-2-4.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-1794-2-4.bam	Plate5	N/A	8.96	Exome
MTI-1794-2-8	MTI-1794-2-8	MTI-1794-2-8.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-1794-2-8.bam	Plate5	N/A	8.21	Exome
MTI-180-I-4-1	MTI-180-I-4-1	MTI-180-I-4-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-180-I-4-1.bam	PlateV	N/A	7.8	Exome
MTI-180-I-4-2	MTI-180-I-4-2	MTI-180-I-4-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-180-I-4-2.bam	PlateIV	PlateIV_4	6.46	Exome
MTI-1835-5-1	NDS-1835-5-1	NDS-1835-5-1.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-1835-5-1.bam	Plate7		6.61	Exome
MTI-187-2-1	MTI-187-2-1	MTI-187-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-187-2-1.bam	PlateIV	PlateIV_1	7.16	Exome
MTI-187-2-2	MTI-187-2-2	MTI-187-2-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-187-2-2.bam	PlateV	N/A	11.13	Exome
MTI-188-2-1	MTI-188-2-1	MTI-188-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-188-2-1.bam	PlateIV	PlateIV_4	6.84	Exome
MTI-188-2-2	MTI-188-2-2	MTI-188-2-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-188-2-2.bam	PlateV	N/A	15.67	Exome
MTI-191-2-1	MTI-191-2-1	MTI-191-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-191-2-1.bam	PlateIV	PlateIV_3	13.7	Exome
MTI-191-2-3	MTI-191-2-3	MTI-191-2-3.bam	/projects/gleeson-storage2/escott/aligned/MTI-191-2-3.bam	PlateIV	PlateIV_4	6.49	Exome
MTI-1926-3-3	NDS-1926-3-3	NDS-1926-3-3.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-1926-3-3.bam	Plate7		6.46	Exome
MTI-1928-3-3	NDS-1928-3-3	NDS-1928-3-3.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1928-3-3.bam	PlateVI	PlateVI	6.84	Exome
MTI-1957-3-2	NDS-1957-3-2	NDS-1957-3-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1957-3-2.bam	PlateVI	PlateVI	7.42	Exome
MTI-1964-I-3-2	NDS-1964-I-3-2	NDS-1964-I-3-2.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-1964-I-3-2.bam	Plate7		6.23	Exome
MTI-2007-4-4	NDS-2007-4-4	NDS-2007-4-4.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2007-4-4.bam	PlateVI	PlateVI	7.35	Exome
MTI-2018-4-5	NDS-2018-4-5	NDS-2018-4-5.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2018-4-5.bam	PlateVI	PlateVI	7.89	Exome
MTI-2022-5-2	NDS-2022-5-2	NDS-2022-5-2.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2022-5-2.bam	Plate7		6.38	Exome
MTI-2023-4-1	NDS-2023-4-1	NDS-2023-4-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2023-4-1.bam	PlateVI	PlateVI	8.38	Exome
MTI-2032-4-2	NDS-2032-4-2	NDS-2032-4-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2032-4-2.bam	PlateVI	PlateVI	7.55	Exome
MTI-2043-5-6	NDS-2043-5-6	NDS-2043-5-6.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2043-5-6.bam	Plate7		7.26	Exome
MTI-2067-5-1	NDS-2067-5-1	NDS-2067-5-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2067-5-1.bam	PlateVI	PlateVI	7.89	Exome
MTI-2109-5-3	NDS-2109-5-3	NDS-2109-5-3.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2109-5-3.bam	PlateVI	PlateVI	8.41	Exome
MTI-2133-4-3	NDS-2133-4-3	NDS-2133-4-3.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2133-4-3.bam	Plate7		6.07	Exome
MTI-2142-3-2	NDS-2142-3-2	NDS-2142-3-2.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2142-3-2.bam	Plate7		11.25	Exome
MTI-2185-3-1	NDS-2185-3-1	NDS-2185-3-1.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-2185-3-1.bam	Plate7		9.15	Exome
MTI-230-2-8	MTI-230-2-8	MTI-230-2-8.bam	/projects/gleeson-storage2/escott/aligned/MTI-230-2-8.bam	PlateV	N/A	9.53	Exome
MTI-231-3-1	MTI-231-3-1	MTI-231-3-1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MTI-231-3-1.bam	PlateIII	PlateIII	25.97	Exome
MTI-231-3-6	MTI-231-3-6	MTI-231-3-6.bam	/projects/gleeson-storage2/escott/aligned/MTI-231-3-6.bam	PlateV	N/A	14.44	Exome
MTI-232-2-1	MTI-232-2-1	MTI-232-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-232-2-1.bam	PlateV	N/A	10.56	Exome
MTI-238-1-1	MTI-238-1-1	MTI-238-1-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-238-1-1.bam	PlateIV	PlateIV_3	14.66	Exome
MTI-238-1-2	MTI-238-1-2	MTI-238-1-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-238-1-2.bam	PlateV	N/A	14.51	Exome
MTI-238-2-1	MTI-238-2-1	MTI-238-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-238-2-1.bam	PlateIV	PlateIV_2	13.74	Exome
MTI-242-3-1	MTI-242-3-1	MTI-242-3-1.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/0242-MTI.bam	PlateII	PlateII	14.68	Exome
MTI-244-2-5	MTI-244-2-5	MTI-244-2-5.bam	/projects/gleeson-storage2/escott/aligned/MTI-244-2-5.bam	PlateV	N/A	9.5	Exome
MTI-244-2-8	MTI-244-2-8	MTI-244-2-8.bam	/projects/gleeson-storage2/escott/aligned/MTI-244-2-8.bam	PlateIV	PlateIV_4	5.01	Exome
MTI-247-3-1	MTI-247-3-1	MTI-247-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-247-3-1.bam	PlateIV	PlateIV_2	13.6	Exome
MTI-247-3-2	MTI-247-3-2	MTI-247-3-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-247-3-2.bam	PlateIV	PlateIV_4	5.83	Exome
MTI-257-3-3	MTI-257-3-3	MTI-257-3-3.bam	/projects/gleeson-storage2/escott/aligned/MTI-257-3-1.bam	PlateIV	PlateIV_4	28.86	Exome
MTI-261-3-2	0261-MTI	0261-MTI.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/0261-MTI.bam	PlateII	PlateII	15.06	Exome
MTI-265-3-1	MTI-265-3-1	MTI-265-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-265-3-1.bam	PlateIV	PlateIV_0	11.29	Exome
MTI-265-3-2	MTI-265-3-2	MTI-265-3-2.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/0265-MTI.bam	PlateII	PlateII	16.42	Exome
MTI-266-3-4	MTI-266-3-4	MTI-266-3-4.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MTI-266-3-4.bam	PlateI	PlateI	20.3	Exome
MTI-267-3-1	MTI-267-3-1	MTI-267-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-267-3-1.bam	PlateV	N/A	10.68	Exome
MTI-3-2-1	MTI-3-2-1	MTI-3-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-003.bam	PlateIV	PlateIV_3	13.96	Exome
MTI-306-1-1	MTI-306-1-1	MTI-306-1-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-306-1-1.bam	PlateV	N/A	9.76	Exome
MTI-306-1-2	MTI-306-1-2	MTI-306-1-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-306-1-2.bam	PlateIV	PlateIV_3	14.62	Exome
MTI-306-2-1	MTI-306-2-1	MTI-306-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-306-2-1.bam	PlateV	N/A	8.69	Exome
MTI-376-II-3-1	MTI-376-II-3-1	MTI-376-II-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-376-II-3-1.bam	PlateV	N/A	8.8	Exome
MTI-376-II-3-2	MTI-376-II-3-2	MTI-376-II-3-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-376-II-3-2.bam	PlateV	N/A	9.4	Exome
MTI-391-4-2	0391-MTI	0391-MTI.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/0391-MTI.bam	PlateII	PlateII	15.39	Exome
MTI-409-3-3	MTI-409-3-3	MTI-409-3-3.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MTI-409-3-3.bam	PlateI	PlateI	24.94	Exome
MTI-411-3-5	MTI-411-3-5	MTI-411-3-5.bam	/projects/gleeson-storage2/escott/aligned/MTI-411-3-5.bam	PlateV	N/A	9.27	Exome
MTI-411-3-8	MTI-411-3-8	MTI-411-3-8.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MTI-411-3-8.bam	PlateI	PlateI	26.17	Exome
MTI-446-1-1	MTI-446-1-1	MTI-446-1-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-446-1-1.bam	PlateIV	PlateIV_3	16.32	Exome
MTI-446-1-2	MTI-446-1-2	MTI-446-1-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-446-1-2.bam	PlateIV	PlateIV_1	7.28	Exome
MTI-446-2-1	MTI-446-2-1	MTI-446-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-446-2-1.bam	PlateIV	N/A	5.18	Exome
MTI-490-2-2	MTI-490-2-2	MTI-490-2-2.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/0490-MTI.bam	PlateII	PlateII	17.25	Exome
MTI-498-3-1	MTI-498-3-1	MTI-498-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-498-3-1.bam	PlateIV	PlateIV_4	5.22	Exome
MTI-505-2-3	MTI-505-2-3	MTI-505-2-3.bam	/projects/gleeson-storage2/escott/aligned/MTI-505-2-3.bam	PlateIV	PlateIV_4	6.73	Exome
MTI-539-2-1	MTI-539-2-1	MTI-539-2-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-539-2-1.bam	Plate5	N/A	13.63	Exome
MTI-539-2-2	NDS-539-2-2	NDS-539-2-2.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-539-2-2.bam	Plate5	N/A	10.02	Exome
MTI-539-2-2	MTI-539-2-2	MTI-539-2-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-539-2-2.bam	Plate5	N/A	10.02	Duplicate
MTI-539-3-2	MTI-539-3-2	MTI-539-3-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-539-3-2.bam	Plate5	N/A	7.59	Exome
MTI-556-3-1	MTI-556-3-1	MTI-556-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-556-3-1.bam	PlateIV	PlateIV_3	15.17	Exome
MTI-556-3-2	MTI-556-3-2	MTI-556-3-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-556-3-2.bam	PlateIV	PlateIV_3	14.75	Exome
MTI-556-4-1	MTI-556-4-1	MTI-556-4-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-556-4-1.bam	PlateIV	PlateIV_2	13.66	Exome
MTI-574-2-1	MTI-574-2-1	MTI-574-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-574-2-1.bam	PlateV	N/A	9.08	Exome
MTI-574-2-2	0574-MTI	0574-MTI.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/0574-MTI.bam	PlateII	PlateIII/PlateII	27.48	Exome
MTI-587-3-1	MTI-587-3-1	MTI-587-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-587-3-1.bam	PlateIV	PlateIV_3	15.31	Exome
MTI-588-3-1	MTI-588-3-1	MTI-588-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-588-3-1.bam	PlateV	N/A	8.52	Exome
MTI-597-3-1	MTI-597-3-1	MTI-597-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-597-3-1.bam	PlateIV	PlateIV_2	11.85	Exome
MTI-597-3-2	MTI-597-3-2	MTI-597-3-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-597-3-2.bam	PlateIV	PlateIV_4	7.08	Exome
MTI-609-2-1	MTI-609-2-1	MTI-609-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-609-2-1.bam	PlateIV	PlateIV_4	7.78	Exome
MTI-609-2-2	MTI-609-2-2	MTI-609-2-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-609-2-2.bam	PlateIV	PlateIV_3	12.23	Exome
MTI-645-1-1	MTI-645-1-1	MTI-645-1-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-645-1-1.bam	PlateIV	PlateIV_2	14.14	Exome
MTI-645-1-2	MTI-645-1-2	MTI-645-1-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-645-1-2.bam	PlateIV	PlateIV_3	15.5	Exome
MTI-645-2-1	MTI-645-2-1	MTI-645-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-645-2-1.bam	PlateIV	PlateIV_4	6.7	Exome
MTI-649-3-2	MTI-649-3-2	MTI-649-3-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-649-3-2.bam	PlateV	N/A	9.55	Exome
MTI-664-I-5-1	MTI-664-I-5-1	MTI-664-I-5-1.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MTI-664-I-5-1.bam	PlateI	PlateI	23.46	Exome
MTI-664-IV-4-5	MTI-664-IV-4-5_wex1	MTI-664-IV-4-5_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MTI-664-IV-4-5_wex1.bam	PlateIII	PlateIII	11.94	Exome
MTI-667-II-5-1	MTI-667-II-5-1	MTI-667-II-5-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-667-II-5-1.bam	PlateIV	PlateIV_4	6.2	Exome
MTI-672-II-3-1	0672-MTI	0672-MTI.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/0672-MTI.bam	PlateII	PlateII	14.15	Exome
MTI-672-II-3-2	MTI-672-II-3-2	MTI-672-II-3-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-672-II-3-2.bam	PlateV	N/A	9.55	Exome
MTI-678-2-1	MTI-678-2-1	MTI-678-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-678-2-1.bam	PlateIV	PlateIV_3	16.16	Exome
MTI-678-3-1	MTI-678-3-1	MTI-678-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-678-3-1.bam	PlateV	N/A	9.14	Exome
MTI-679-2-1	MTI-679-2-1	MTI-679-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-679-2-1.bam	PlateIV	PlateIV_1	7.58	Exome
MTI-679-2-2	MTI-679-2-2	MTI-679-2-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-679-2-2.bam	PlateIV	PlateIV_3	12.86	Exome
MTI-679-3-1	MTI-679-3-1	MTI-679-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-679-3-1.bam	PlateIV	PlateIV_4	17.04	Exome
MTI-691-II-5-1	MTI-691-II-5-1	MTI-691-II-5-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-691-II-5-1.bam	PlateIV	PlateIV_4	7.95	Exome
MTI-790-I-5-2	MTI-790-I-5-2	MTI-790-I-5-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-790-I-5-2.bam	PlateIV	PlateIV_0	10.16	Exome
MTI-790-II-4-10	MTI-790-II-4-10	MTI-790-II-4-10.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MTI-790-II-4-10.bam	PlateI	PlateI	25.78	Exome
MTI-791-3-1	MTI-791-3-1	MTI-791-3-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-791-3-1.bam	Plate5	N/A	10.03	Exome
MTI-791-3-2	MTI-791-3-2	MTI-791-3-2.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-791-3-2.bam	Plate5	N/A	9.63	Exome
MTI-791-4-3	MTI-791-4-3	MTI-791-4-3.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-791-4-3.bam	Plate5	N/A	11.75	Exome
MTI-841-2-1	MTI-841-2-1	MTI-841-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-841-2-1.bam	PlateV	N/A	10.34	Exome
MTI-841-2-2	MTI-841-2-2	MTI-841-2-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-841-2-2.bam	PlateV	N/A	9.82	Exome
MTI-841-3-1	MTI-841-3-1	MTI-841-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-841-3-1.bam	PlateIV	PlateIV_4	6.77	Exome
MTI-865-4-1	MTI-865-4-1	MTI-865-4-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-865-4-1.bam	PlateIV	PlateIV_0	10.84	Exome
MTI-865-4-2	MTI-865-4-2	MTI-865-4-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-865-4-2.bam	PlateIV	PlateIV_2	13.06	Exome
MTI-865-5-1	0865-MTI	0865-MTI.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/0865-MTI.bam	PlateII	PlateII	12.13	Exome
MTI-888-4-4	MTI-888-4-4	MTI-888-4-4.bam	/projects/gleeson-storage2/escott/aligned/MTI-888-4-4.bam	PlateV	N/A	9.38	Exome
MTI-891-5-4	MTI-891-5-4	MTI-891-5-4.bam	/projects/gleeson-storage2/escott/aligned/MTI-891-5-4.bam	PlateV	N/A	10.23	Exome
MTI-894-3-2	MTI-894-3-2	MTI-894-3-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-894-3-2.bam	PlateIV	PlateIV_4	7.7	Exome
MTI-9-3-1	MTI-009-3-1	MTI-009-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-009-3-1.bam	PlateIV	PlateIV_0	10.4	Exome
MTI-9-3-3	MTI-9-3-3	MTI-9-3-3.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/009-MTI.bam	PlateII	PlateII	13.97	Exome
MTI-936-II-4-2	MTI-936-II-4-2	MTI-936-II-4-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-936-II-4-2.bam	PlateIV	PlateIV_4	5.48	Exome
MTI-937-4-1	MTI-937-4-1	MTI-937-4-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-937-4-1.bam	PlateIV	PlateIV_4	5.11	Exome
MTI-937-4-4	MTI-937-4-4	MTI-937-4-4.bam	/projects/gleeson-storage2/escott/aligned/MTI-937-4-4.bam	PlateIV	PlateIV_2	13.89	Exome
MTI-939-4-2	MTI-939-4-2	MTI-939-4-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-939-4-2.bam	PlateIV	PlateIV_1	7.72	Exome
MTI-939-4-3	NDS-939-4-3	NDS-939-4-3.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-939-4-3.bam	Plate5	N/A	11.26	Exome
MTI-939-4-3	MTI-939-4-3	MTI-939-4-3.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MTI-939-4-3.bam	Plate5	N/A	11.26	Duplicate
MTI-952-3-1	MTI-952-3-1	MTI-952-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-952-3-1.bam	PlateIV	PlateIV_3	13.99	Exome
MTI-952-3-2	MTI-952-3-2	MTI-952-3-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-952-3-2.bam	PlateV	N/A	11.21	Exome
MTI-952-4-1	MTI-952-4-1	MTI-952-4-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-952-4-1.bam	PlateIV	PlateIV_4	6.03	Exome
MTI-953-2-1	MTI-953-2-1	MTI-953-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-953-2-1.bam	PlateIV	PlateIV_1	6.83	Exome
MTI-953-2-2	MTI-953-2-2	MTI-953-2-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-953-2-2.bam	PlateV	N/A	11.31	Exome
MTI-953-3-1	MTI-953-3-1	MTI-953-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-953-3-1.bam	PlateIV	PlateIV_0	11.61	Exome
MTI-956-3-1	MTI-956-3-1	MTI-956-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-956-3-1.bam	PlateIV	PlateIV_0	11.48	Exome
MTI-956-3-2	MTI-956-3-2	MTI-956-3-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-956-3-2.bam	PlateIV	PlateIV_1	7.79	Exome
MTI-957-4-1	MTI-957-4-1	MTI-957-4-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-957-4-1.bam	PlateIV	PlateIV_4	6.07	Exome
MTI-958-4-3	MTI-958-4-3	MTI-958-4-3.bam	/projects/gleeson-storage2/escott/aligned/MTI-958-4-3.bam	PlateV	N/A	9.72	Exome
MTI-958-4-4	MTI-958-4-4	MTI-958-4-4.bam	/projects/gleeson-storage2/escott/aligned/MTI-958-4-4.bam	PlateIV	PlateIV_4	6.97	Exome
MTI-960-2-1	MTI-960-2-1	MTI-960-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-960-2-1.bam	PlateIV	PlateIV_4	16.13	Exome
MTI-975-4-2	MTI-975-4-2	MTI-975-4-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-975-4-2.bam	PlateIV	PlateIV_0	9.41	Exome
MTI-975-4-3	MTI-975-4-3	MTI-975-4-3.bam	/projects/gleeson-storage2/escott/aligned/MTI-975-4-3.bam	PlateIV	PlateIV_4	6.49	Exome
MTI-987-2-1	MTI-987-2-1	MTI-987-2-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-987-2-1.bam	PlateV	N/A	11.76	Exome
MTI-987-2-2	MTI-987-2-2	MTI-987-2-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-987-2-2.bam	PlateIV	PlateIV_0	11.09	Exome
MTI-987-3-1	MTI-987-3-1	MTI-987-3-1.bam	/projects/gleeson-storage2/escott/aligned/MTI-987-3-1.bam	PlateV	N/A	13.94	Exome
MTI-991-II-4-2	MTI-991-II-4-2	MTI-991-II-4-2.bam	/projects/gleeson-storage2/escott/aligned/MTI-991-II-4-2.bam	PlateV	N/A	11.51	Exome
MTI-996-4-4	MTI-996-4-4	MTI-996-4-4.bam	/projects/gleeson-storage2/escott/aligned/MTI-996-4-4.bam	PlateV	N/A	8.76	Exome
MTI-996-4-5	MTI-996-4-5	MTI-996-4-5.bam	/projects/gleeson-storage2/escott/aligned/MTI-996-4-5.bam	PlateIV	PlateIV_4	6.05	Exome
